Article Content,Category
"SB Drive is conducting trials and testing the commercial viability of fixed-route buses for community public transportation, as well as autonomous truck-based freight delivery. In January 2020, the company said it planned to start operating a self-driving bus service on a fixed, 2.5-km long route in the Japanese town of Sakai. France-based autonomous and electric vehicle company Navya will provide the buses and SB Drive will provide the autonomous driving software for the buses.",Companies Working on Autonomous Cars
SB Drive has smart mobility partnership agreements with 4 municipalities in Japan.,Companies Working on Autonomous Cars
The Japan-based company has also inked a partnership with Finland-based robotics company Sensible 4 to focus on deployment of driverless shuttles in Europe and Japan. The companies will begin by testing SB Drive’s Dispatcher and Sensible 4’s GACHA shuttles on roads in Finland.,Companies Working on Autonomous Cars
"The Covid-19 pandemic forced Sensible 4 to scale down the testing. Instead of picking up passengers on a public transport route, GACHA shuttles were tested in a closed experiment. They weren’t taking passengers and were monitored remotely using SB’s system.",Companies Working on Autonomous Cars
"Read more: Deal Street Asia, TechCrunch, VentureBeat, Sensible 4",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
"Tata Elxsi, a division of the Tata Group, showcased an autonomous parking valet technology in January 2015 in which the car understands where open spots are and uses sensors to park itself.",Companies Working on Autonomous Cars
"Since then, the company has continued to refine this technology. In June 2020, Tata Elxsi launched improved smart parking solutions. Park By Memory allows drivers to train their cars to park in a constrained space. Once the vehicle learns the maneuvers, it will follow their pattern in a similar situation in the future. The Parking Slot Detection is another tech built by Tata Elxsi. It helps drivers identify an empty parking spot and generates multiple paths to park the vehicle.",Companies Working on Autonomous Cars
"In August 2019, Tata Elxsi’s then CEO Madhukar Dev said that the company would further focus on assisted driving technology, as demand for fully autonomous tech was slowing. Dev explained the rationale behind the move:",Companies Working on Autonomous Cars
"“The need for full autonomy seems to have disappeared for the moment and what is coming in is assisted driving. So, some elements of our Autonomai are of interest and relevance to our customers, which is what we are now licensing.”",Companies Working on Autonomous Cars
"The company also put a priority on security, designing a central unit in the car with extensive security measures that govern internal and external automotive communication.",Companies Working on Autonomous Cars
"In January 2020, Tata Elxsi unveiled its concept autonomous car RoboTaxi at CES 2020. The taxi is built on the company’s middleware AV platform, Autonomai, and is fitted with AEye’s sensor system, iDAR.",Companies Working on Autonomous Cars
"In June 2017, the company licensed Autonomai to one of the top 5 OEMs. The software connects hardware (cameras, radars, etc.) with the AI and machine learning algorithms used to train AVs in complex driving scenarios.",Companies Working on Autonomous Cars
"Read more: Tata, Express Drives",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In the public eye, EV manufacturer Tesla became an early leading banner-carrier for advanced driver assistance and self-driving technology. CEO Elon Musk has been particularly bullish on the field, announcing in 2015 that the technology behind fully autonomous vehicles was only “2 to 3 years away,” with another “1 to 5 years” needed for regulatory approvals.",Companies Working on Autonomous Cars
"Tesla pushed its Autopilot software update to properly equipped Model S vehicles in October 2015, enabling auto-steering, lane changing, and parking features. Tesla’s deployment strategy and messaging were criticized following a series of crashes and its first Autopilot-driven fatality in the summer of 2016, although the NHTSA’s official report was favorable towards Autopilot and did not find a safety defect.",Companies Working on Autonomous Cars
"Since the accident, Tesla and Mobileye severed ties, with the California automaker seeking to consolidate control over the development of its radar- and camera-based system (eschewing costly lidar sensors). According to former Uber CEO Travis Kalanick, Tesla has also rebuffed a partnership with Uber to collaborate on self-driving vehicles.",Companies Working on Autonomous Cars
"Starting in October 2016, all Tesla vehicles were built with Autopilot Hardware 2, a sensor and computing package the company said would enable “full self-driving” capabilities once its software matured. The system traded Mobileye’s EyeQ3 for Nvidia’s Drive PX2 platform and required an activation fee to unlock the full autonomy promised. Users reported poor performance during the initial rollout of Autopilot 2.0 software, although the system has improved with subsequent updates.",Companies Working on Autonomous Cars
"In March 2018, a man died when his Tesla ran into a highway barrier in California. After federal investigators learned the individual, Walter Huang, had previously complained about his Tesla’s Autopilot feature malfunctioning, they opened an investigation into Tesla’s self-driving technology. After Tesla made data from the car public in its defense, the US National Transportation Safety Board stripped Tesla of its role in the investigation into the crash, launching a feud and setting back expectations for Tesla’s self-driving car project.",Companies Working on Autonomous Cars
"In August 2018, Elon Musk announced the upcoming release of Autopilot Hardware 3. Model X and Model S vehicles equipped with Autopilot Hardware 3 went into production in March 2019. The system features custom chips manufactured by Tesla, replacing the Nvidia Drive platform.",Companies Working on Autonomous Cars
"Tesla offers two tiers of self-driving capability in its vehicles: Autopilot and Full Self-Driving. Full Self-Driving (FSD) costs an additional $10,000 and includes features like Summon and Navigate on Autopilot, which enables lane changes and interchanges. In October 2020, Tesla launched the Full Self-Driving beta, an update that initially went to a small group of customers. A full release is expected in the months ahead. Ford, Uber, Waymo, and other members of the Self-Driving Coalition for Safer Streets, an industry coalition, have criticized Musk’s messaging. They argue that Tesla’s vehicles aren’t truly autonomous because an active driver must always be ready to take over.",Companies Working on Autonomous Cars
"Despite the title, Tesla’s vehicles are only designated autonomy Level 2 by SAE, meaning they are capable of some autonomous maneuvers but are not considered fully autonomous. Development is currently underway on a next-generation chip that Musk claims will be “3 times better” than the current chip.",Companies Working on Autonomous Cars
Musk also claimed in April 2019 that the US electric vehicle maker will be able to launch fully autonomous robotaxis by the end of 2020. But he acknowledged a year later that achieving this goal in a proposed timeframe isn’t going to happen.,Companies Working on Autonomous Cars
"Read more: TechCrunch, Forbes, Wired, Bloomberg, The Verge, The Washington Post",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
Toyota has notably reversed from its 2014 claims that it would not develop a driverless car on public safety grounds. The Japan-based automaker announced at CES 2020 an ambitious plan to build a city to test its self-driving and smart technology as well as robot-assisted living.,Companies Working on Autonomous Cars
"According to Toyota’s CEO Akio Toyoda,",Companies Working on Autonomous Cars
"“With people, buildings, and vehicles all connected and communicating with each other through data and sensors, we will be able to test AI technology, in both the virtual and the physical world, maximizing its potential.”",Companies Working on Autonomous Cars
"The city is expected to house about 2,000 people, and will be located in the foothills of Mount Fuji. Work to start building the city is expected to start in 2021.",Companies Working on Autonomous Cars
"Toyota’s self-driving tech ambitions began in 2015, when it announced a $1B budget for autonomous driving research, establishing its advanced Toyota Research Institute (TRI) headed by Gill Pratt. Toyota has also hired professors and researchers from Stanford University, MIT, and the entire staff of the autonomous vehicle company Jaybridge Robotics. In April 2017, it also announced its third US university partnership with an automotive engineering stalwart, the University of Michigan.",Companies Working on Autonomous Cars
"In January 2018, Toyota revealed the latest iteration of its flagship autonomous vehicle. A few months later, it announced an investment of $2.8B in a new spin-off company, the Toyota Research Institute – Advanced Development (TRI-AD), designed to accelerate the company’s progress toward its self-imposed deadline for achieving testing of autonomous, electric cars.",Companies Working on Autonomous Cars
"TRI CEO Gill Pratt has been a vocal proponent of a “guardian angel” system, where the vehicle would monitor a driver’s inputs and intervene only when a human is about to make a dangerous mistake. TRI is also researching a second system (dubbed Chauffeur) targeted toward traditional Level 4 and 5 autonomy. The Chauffeur system would be primarily targeted at elderly people and people with disabilities.",Companies Working on Autonomous Cars
"TRI-AD has achieved several other successes as well. Together with Maxar, the institute managed to turn satellite photos into autonomous car maps. Although in a proof-of-concept stage, this breakthrough could make road-mapping faster and cheaper. Companies currently carry out mapping using a fleet of vehicles that are expensive and have to be redeployed each time roads are built or changed. Toyota is also working with Carmera, an HD maps and road intelligence startup, on researching whether dashcam recordings could be used to map roads.",Companies Working on Autonomous Cars
"As of January 2021, TRI-AD is to become a holding company called Woven Planet Holdings. It will own two subsidiaries, the first of which is Woven CORE, tasked with developing autonomous driving technologies. The second subsidiary is called Woven Alpha. It will explore innovative business opportunities beyond the automotive sector, including Toyota’s futuristic city.",Companies Working on Autonomous Cars
"Toyota is partnering closely with Nvidia on software to power its autonomous vehicles. Nvidia’s technology powers the full autonomous vehicle workflow for Toyota, from neural network training to testing, validation, and deployment.",Companies Working on Autonomous Cars
"“Our vision is to enable self-driving vehicles with the ultimate goal of reducing fatalities to zero, enabling smoother transportation, and providing mobility for all,” said TRI-AD CEO James Kuffner in a statement. “Our technology collaboration with Nvidia is important to realizing this vision. We believe large-scale simulation tools for software validation and testing are critical for automated driving systems.”",Companies Working on Autonomous Cars
"Kuffner said in December 2019 that Toyota will offer self-driving features first in commercial vehicles such as ride-sharing services, ambulatory services, before providing them in personal use vehicles.",Companies Working on Autonomous Cars
"The Japan-based company also infused $400M into China-based self-driving startup, Pony.ai, in March 2020 to deploy the latter’s autonomous driving tech in Toyota’s Lexus RX vehicles in Shanghai and Beijing.",Companies Working on Autonomous Cars
"In August 2019, Toyota inked a partnership with Suzuki to work on autonomous vehicle tech. As part of the deal, Toyota took a stake then worth ¥96B ($908M) in Suzuki, while Suzuki invested ¥48B ($454M) in Toyota.",Companies Working on Autonomous Cars
"Read more: TechCrunch, Wired, Wall Street Journal, CNET, CNN",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Self-driving cars initially had a big role to play in Uber‘s goal of becoming the “one-stop shop for the movement of people and powering local commerce around the world.” Its $7.3B self-driving unit, Advanced Technologies Group (ATG), accounted for a significant chunk of Uber’s valuation in April 2019.",Companies Working on Autonomous Cars
"ATG was spending $20M per month as of 2016, according to court documents that were unsealed in the lead-up to the company’s IPO in 2019. A major reason for why Uber was focused on self-driving is that it would help curb a major cost to the company: human drivers. Drivers account for nearly 80% of the company’s cost per mile for a ride, according to data by Frost & Sullivan.",Companies Working on Autonomous Cars
"The documents also reveal just how quickly Uber expected self-driving adoption to accelerate: it planned to have 75,000 autonomous vehicles in operation by 2019 and to have driverless taxi services operating in 13 cities by 2022.",Companies Working on Autonomous Cars
"The company fell short of that first milestone: in April 2019, it had just 250 autonomous cars on the road.",Companies Working on Autonomous Cars
Uber has had a tumultuous relationship with autonomous vehicle development.,Companies Working on Autonomous Cars
"Former Uber CEO Travis Kalanick was a noted champion of his ride-sharing company embracing autonomous cars, with the technology representing both an existential threat and an opportunity for the startup to validate its stratospheric valuation. In 2016, he said, “What would happen if…we weren’t part of the autonomy thing? Then the future passes us by basically, in a very expeditious and efficient way.”",Companies Working on Autonomous Cars
"The company has made several moves in that direction, such as poaching nearly the entire Carnegie Mellon Robotics Lab (40 engineers) to work on the project in Pittsburgh. Uber also partnered with the University of Arizona to develop better mapping and optical safety technology.",Companies Working on Autonomous Cars
"In May 2016, Uber revealed its in-house autonomous prototypes for the first time, and the company acquired self-driving truck startup Otto later in the year. The acquisition embroiled Uber in legal controversy, with Waymo alleging that employees stole confidential files relating to its proprietary lidar sensors.",Companies Working on Autonomous Cars
"That lawsuit settled, as Uber agreed to give Alphabet $245M in equity. The company has also faced waves of negative press on sexual harassment and poor culture, in addition to deceiving authorities and ignoring autonomous testing regulations. The company has suffered from an exodus of both engineering and non-engineering talent. And the company has had numerous troubles with its self-driving cars and safety.",Companies Working on Autonomous Cars
"Just hours after Uber began self-driving trials in San Francisco, reports surfaced of a close call with a human-driven car. Subsequent reports alleged that Uber vehicles were self-driving into bike lanes throughout San Francisco without warning. Finally, in March 2018, a self-driving Uber vehicle was involved in a fatal crash in Arizona, striking and killing 49-year-old Elaine Herzberg. Uber was subsequently banned from testing autonomous vehicles on public roads in Arizona.",Companies Working on Autonomous Cars
"In the aftermath of the crash and the ensuing investigation, Uber suspended all of its self-driving car trials and pulled all its autonomous vehicles off the road. Around the same time, Uber announced the end of its self-driving truck program, Otto. However, in August 2018, Uber announced a $500M investment from Toyota and a plan to jointly work on autonomous vehicle development.",Companies Working on Autonomous Cars
"In June 2019, Uber unveiled a new self-driving car model, this time developed in partnership with Volvo. The model features more safety features and redundancy than the previous self-driving models Uber has developed — but it is also being designed to operate without a human driver behind the wheel. Uber completed limited testing in March 2020 on the streets of San Francisco.",Companies Working on Autonomous Cars
"Uber secured new capital for the venture as well. In April 2019, it was announced that the company had raised $1B in investments to fuel its autonomous driving efforts: $333M from the SoftBank Vision Fund and $667M from Toyota Motor Corp and Denso Corp. In a move toward reviving the testing of its autonomous vehicles, Uber also received licenses in February 2020 to resume its self-driving trials in California and to launch trials in Washington DC and Dallas.",Companies Working on Autonomous Cars
"However, amid growing losses and wider profitability concerns, Uber sold ATG to autonomous vehicle startup Aurora Innovation in December 2020. The deal, which includes Uber transferring its ATG equity to Aurora and a $400M investment in the combined company, marks an end to Uber’s pursuit of self-driving cars. Uber will reportedly maintain a 26% stake in the combined company, and as part of the deal, Aurora’s autonomous vehicles will one day be deployed on Uber’s ride-hailing platform.",Companies Working on Autonomous Cars
"Read more: TechCrunch, New York Times, Wall Street Journal, The Verge",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Like many other suppliers, Valeo has been working on its own advanced driver-assistance systems and self-driving systems, with the company’s innovation chief tapping autonomous driving as one of its main growth drivers.",Companies Working on Autonomous Cars
"The auto supplier showed off its eCruise4U automated concept at CES 2017, which was equipped with a connected camera, laser sensors, and a reconfigurable cockpit.",Companies Working on Autonomous Cars
"Valeo’s quarterly sales rose 22% in the first quarter of 2017, partly driven by the company’s push in ADAS technology alongside partner Mobileye. The two have an agreement dating back to 2015 to build an affordable robocar, combining Mobileye’s camera vision expertise with Valeo’s lidar units.",Companies Working on Autonomous Cars
"At CES 2018, Valeo demonstrated its system that identifies individual passengers within a car and can adjust the car’s interior according to the passengers’ preferences. At the same conference a year later, the company signed an agreement with Mobileye to develop a new safety standard for autonomous vehicles based on Mobileye’s mathematical safety model.",Companies Working on Autonomous Cars
"The same year, Valeo became the first company to test its autonomous car on the streets of its hometown, Paris.",Companies Working on Autonomous Cars
"Valeo’s team is based in Tuam, Ireland, and teamed up with Ireland-based software company Lero to create new, more durable autonomous vehicle sensor technology. Lero tests its sensors at the National University of Ireland at Galway, where it can rain as many as 225 days a year. The group hopes to develop smarter autonomous car technology that is more road-conditioned and weather-resistant.",Companies Working on Autonomous Cars
"In line with these plans, Valeo has developed sensor cleaning technology that washes cameras, lidars, and other optical sensors. Ensuring constant, high-quality video flow is vital for the safety of drivers in traditional and autonomous vehicles.",Companies Working on Autonomous Cars
Read more: Valeo,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"While the head of Volkswagen‘s self-driving unit recently admitted that full autonomy in vehicles in all conditions may never become a reality, the German company has been putting its full weight behind self-driving.",Companies Working on Autonomous Cars
"In October 2019, Volkswagen spun off its self-driving startup into a subsidiary, Volkswagen Autonomy, in a bid to “make autonomous driving market-ready.” This was followed by Volkswagen’s parent, Porsche SE, taking up a minority stake in self-driving tech startup Aeva. Volkswagen has also struck a deal to launch fully-functional autonomous van service in Doha, Qatar, by the end of 2022.",Companies Working on Autonomous Cars
"The automaker is further expanding its Volkswagen Autonomy initiative by hiring up to 100 new systems engineering experts for its existing Innovation and Engineering Center California. Additional offices are to be opened in China, as well, where the company has started testing autonomous vehicles in the city of Hefei.",Companies Working on Autonomous Cars
"VW is also eyeing autonomous trucks. Its heavy-truck unit, The Traton Group, acquired a minority stake in a self-driving truck company, TuSimple. Traton plans to equip its Scania trucks with autonomous tech and test it on roads in Sweden, Germany, and other European countries.",Companies Working on Autonomous Cars
"The road to Volkswagen’s self-driving ambitions started in 2015, when it revealed its V-Charge project. The plan was for a Volkswagen e-Golf equipped with sensors and 3D maps to find open parking spaces in a garage and park without human input. The company suggests that there will be a prototype for demonstration available within 4 years.",Companies Working on Autonomous Cars
"Former VW Group CEO Matthias Muller announced in March 2016 that the board had signed off on a huge autonomous driving initiative, claiming that the goal was to “[bring] these technologies to market faster than the competition.” The Group’s head of digitalization has said that self-driving cars will be “commonplace” by 2025.",Companies Working on Autonomous Cars
"The auto giant unveiled its new Moia brand in late 2016, joining other automakers in creating a unit dedicated to new mobility services like fleet-based shuttles and autonomous, on-demand transportation. Shortly thereafter, the company unveiled its “Sedric” concept, a fully autonomous shuttle-like vehicle designed for ride-hailing applications.",Companies Working on Autonomous Cars
"The Vizzion — the fourth in Volkswagen’s line of autonomous car concepts — was unveiled at the 2018 Geneva Motor Show. With no steering wheel or pedals, the vehicle represents Volkswagen’s vision of a fully self-driving vehicle that requires no human input to drive whatsoever.",Companies Working on Autonomous Cars
"In July 2019, Volkswagen announced that it had entered a joint venture with Ford to develop autonomous vehicle technology. The partnership will see the companies invest $7B in Argo AI, Ford’s autonomous driving platform, and will give Volkswagen an equal stake as Ford’s. Once complete, Argo AI will have the largest geographic reach of any autonomous driving technology to date.",Companies Working on Autonomous Cars
"Despite multiple partnerships, Volkswagen is keen to centralize the development of software technologies, including autonomous driving. To that end, the company launched an internal organization, called Car.Software, in June 2020. The unit is tasked with increasing VW’s share of its vehicles’ software to 60% by 2025, up from the less than 10% it currently owns.",Companies Working on Autonomous Cars
"Currently, software tools in Volkswagen vehicles are built by major IT companies and third-party providers, a common practice in the car industry. “Volkswagen wants to retain control of the entire vehicle architecture — that includes the electronics,” said Christian Senger, Car.Software’s CEO. “We cannot give third parties complete access to data in our vehicles.”",Companies Working on Autonomous Cars
"Read more: Forbes, The Verge, Reuters, CNET",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"The Geely-owned Volvo car brand has placed an emphasis on safety innovations when it comes to developing self-driving passenger vehicles. Volvo labeled its autonomous vehicle project “IntelliSafe,” setting a zero-fatality goal for when it fully rolls out autonomous features to the public.",Companies Working on Autonomous Cars
"That’s not the only goal Volvo has set for its autonomous efforts — in 2018, the company aimed for self-driving cars to make up one-third of its sales by 2025.",Companies Working on Autonomous Cars
"In June 2019, Volvo and ride-sharing company Uber announced that they had created “a production car capable of driving by itself.” The car in question is Volvo’s XC90 SUV, modified with Uber’s self-driving system.",Companies Working on Autonomous Cars
"Volvo’s statements about the autonomous XC90 have focused on the safety features, which include “several back-up systems for both steering and braking functions as well as battery back-up power,” according to a statement from the company.",Companies Working on Autonomous Cars
"Volvo has previously announced plans to give 100 Swedish customers early access to an autonomous XC90 by 2021 (with restrictions on when, where, and how the autonomous mode will be used).",Companies Working on Autonomous Cars
"(Note: Volvo Cars is now distinct from the independent Volvo Group brand, which focuses on heavy-duty commercial trucks, buses, and equipment.)",Companies Working on Autonomous Cars
The company has stated that it will accept full liability when its vehicles are in autonomous mode and has announced plans to expand its pilot program to China and the United States. Volvo has followed rivals like BMW in setting 2021 as its target deployment date.,Companies Working on Autonomous Cars
"Volvo has other autonomous innovations in the works as well. In January 2017, the company announced a self-driving joint venture with Veoneer called Zenuity, which is focused on self-driving vehicle software. In June 2019, it was announced that Zenuity would provide self-driving software for Zhejiang Geely Holdings, the China-based auto company that acquired Volvo from Ford in 2010.",Companies Working on Autonomous Cars
"As of 2018, the joint venture is negotiating with 5 potential customers and aims to close at least one new deal through the rest of the year.",Companies Working on Autonomous Cars
"In June 2018, Volvo announced another partnership with lidar startup Luminar to work on both physical, car-mounted sensors and the software designed to process, label, and tag captured data. In November 2018, Luminar CEO and founder Austin Russell stated that the technology Luminar is developing with Volvo has the ability to detect objects at a distance of as much as 250 meters — significantly higher than the 30-40 meters most systems are capable of today.",Companies Working on Autonomous Cars
"If true, the technology would represent a substantial leap forward in tackling one of the most persistent challenges with self-driving vehicle technology: the ability to recognize — and react to — a constantly changing physical environment.",Companies Working on Autonomous Cars
"“Perception is the cornerstone to solving the autonomous drive problem in a safe way,” said Volvo R&D head Henrik Green in an interview with Automotive News Europe. “You need to see the object, understand what it is and, most importantly, predict the intent of that object.”",Companies Working on Autonomous Cars
"Taking the partnership with Luminar further, Volvo plans to integrate lidar and a perception stack into select vehicles, starting with the XC90, in 2022. Luminar’s lidar, along with autonomous driving software and other systems, will enable vehicles to run its highway pilot feature.",Companies Working on Autonomous Cars
"Read more: Auto News Europe, Forbes, Volvo, Wired, IB Times, Tech Crunch",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"The Google Self-Driving Car Project is one of the most iconic and tenured autonomous vehicle programs. Google hired ex-Hyundai and TrueCar exec John Krafcik to lead the program in September 2015. It later brought a legal lead on board, indicating an increased focus on commercialization under the new Alphabet structure.",Companies Working on Autonomous Cars
"The project formally became Waymo in December 2016. It expanded its testing beyond Mountain View and Austin to Kirkland, Washington, and Phoenix, Arizona.",Companies Working on Autonomous Cars
"In March 2020, it raised $2.3B in its first external funding round, with investors including Silver Lake, Andreessen Horowitz, and AutoNation. It also announced that it had accrued more than 20M miles on public roads and 10B simulated miles.",Companies Working on Autonomous Cars
The company revealed a partnership with logistics company UPS in late January 2020 to test delivery of packages along a pre-set route in its self-driving vans in Arizona. Waymo has also said that it would bring its driverless vehicles to the streets of Texas and New Mexico.,Companies Working on Autonomous Cars
"The self-driving company has further expanded its footprint in the logistics sector by signing a deal with Fiat Chrysler Automobiles in July 2020. The duo will develop a range of autonomous vehicles designed for moving goods, including cargo vans. To start, Waymo’s self-driving tech will be integrated into FCA’s Ram ProMaster vans. The deal also covers other vehicles made by the Italian-American automaker, as well as those it might produce with France-based Groupe PSA if the planned merger of the two European giants goes through in 2021.",Companies Working on Autonomous Cars
"In April 2019, Krafcik painted a picture of the scope of Waymo’s ambitions for the future:",Companies Working on Autonomous Cars
"“Anything that has wheels and moves along the surface of the earth is something that we, in the future, could imagine being driven by Waymo.”",Companies Working on Autonomous Cars
"Waymo publicly revealed its custom self-driving hardware in February 2017, planning to sell an integrated hardware and software package. It opened signups for the first public tests of its customized Chrysler Pacifica minivans a couple of months later, quickly followed by its Lyft partnership.",Companies Working on Autonomous Cars
"In Q2’18, Waymo announced the purchase of 62,000 new Chrysler Pacifica minivans, increasing the size of its self-driving fleet by about 100x. In August 2018, the company launched a program to provide residents of the Phoenix area with rides to bus stops and train stations using the autonomous fleet.",Companies Working on Autonomous Cars
"Waymo launched Waymo One, its commercial self-driving ride-hailing service, in Phoenix, Arizona in December 2018. The program was initially piloted by a small group of approximately 400 Phoenix residents as part of Waymo’s early rider program.",Companies Working on Autonomous Cars
"The company received permission from the California Public Utilities Commission to operate its robotaxis on California roads in July 2019. The license comes with restrictions — Waymo can’t charge for rides, and vehicles must have a safety driver behind the wheel. Waymo is also not the first company to receive the public license: self-driving startup Zoox got its clearance to join the program 7 months earlier.",Companies Working on Autonomous Cars
"In November 2020, California authorized paid robotaxi services in the state. Waymo’s head of state policy Annabel Chang stated in response: “This long-awaited agency action will allow Waymo to bring our fully autonomous Waymo One ride-hailing service to our home state over time…and [we] look forward to putting our Waymo Driver to use in service to Californians.”",Companies Working on Autonomous Cars
"In October 2020, Waymo announced that members of Waymo One in the Phoenix area will be able to take fully driverless rides with no safety driver present. In the following months, non-members will also be able to use the service via Waymo’s smartphone app.",Companies Working on Autonomous Cars
Waymo settled its high-profile lawsuit against Otto (and its parent company Uber) over the alleged misappropriation of Waymo’s proprietary lidar designs for $245M in 2018.,Companies Working on Autonomous Cars
"Read more: TechCrunch, Wired, TechCrunch",Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Yandex, the Russia-based tech conglomerate that runs a search engine and various other services, is keen on expanding into the autonomous driving sector.",Companies Working on Autonomous Cars
"The company’s self-driving unit was initially integrated into MLU BV, a ride-hailing venture with Uber. But in September 2020, Yandex announced that it was spinning out the unit into a separate company and investing $150M into it. Yandex will have a 73% stake in the spin-out, Uber 19%, and management and employees the remaining 8%. An autonomous delivery robot project, Yandex.Rover, is also being transferred to the new unit.",Companies Working on Autonomous Cars
"Yandex hopes that self-driving software will complement its robotaxi service, Yandex.Taxi, launched in 2018. “The goal is to develop a fully-fledged robo taxi service,” said Greg Abovsky, Yandex chief financial officer, “and that’s why we’re investing as much as we are.” The company also runs a food delivery business and other e-commerce ventures that could stand to benefit from autonomous driving solutions.",Companies Working on Autonomous Cars
"Yandex has assembled 130 vehicles that run tests across Russia, Israel, and the US. As of July 2020, the fleet has reportedly clocked up over 4M autonomous miles, positioning Yandex as one of the top three companies on this metric.",Companies Working on Autonomous Cars
"Read more: TechCrunch, The Moscow Times",Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
Chinese bus manufacturer Yutong has been researching driverless buses since 2012. The company claims to have successfully navigated a bus on an inner-city road in central China’s Henan Province. The bus can switch between manual and automatic mode.,Companies Working on Autonomous Cars
Greyhound Australia started a 6-month trial of Yutong’s T12 coach in June 2018.,Companies Working on Autonomous Cars
"Yutong revealed a range of mobility solutions in September 2020. Its L4 autonomous driving buses were showcased operating in different scenarios. They were capable of autonomously navigating open roads, arriving at bus stops, and parking themselves. Yutong has also developed unmanned terminals and intelligent stops, and its smart roads technology ensures buses are given priority at intersections.",Companies Working on Autonomous Cars
Read more: Yutong,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"ZF Friedrichshafen AG, commonly abbreviated to ZF, is a major German auto parts manufacturer. It entered the autonomous vehicle space in 2015 with its $12.4B acquisition of TRW, a Michigan-based automated systems supplier.",Companies Working on Autonomous Cars
"Over the next few years, ZF began gradually acquiring and investing in its own portfolio of companies working on radar, camera, and lidar technology, including Hella, Astyz Communication & Sensors GmbH, Ibeo Automotive Systems GmbH, and doubleSlash Net-Business GmbH.",Companies Working on Autonomous Cars
"These acquisitions have paid off as ZF signed a number of deals for producing parts needed in self-driving vehicles. It’s partnering with self-driving truck startup TuSimple to co-develop sensor solutions — cameras, lidar, radars — used in autonomous vehicles. ZF has also signed a deal with US-based startup Aeva. The German supplier will produce lidar sensors that will be powered by Aeva’s algorithms and functionalities. These sensors are set to hit production by 2024.",Companies Working on Autonomous Cars
"At CES 2017, ZF’s then CEO Stefan Sommer announced that the company had teamed up with Nvidia to bring the chipmaker’s Drive PX2 AI Computing platform into production on automobiles. The system is expected to begin appearing in production vehicles in 2020, although there have been no recent updates on whether this has happened.",Companies Working on Autonomous Cars
"At CES 2018, Nvidia’s founder Jensen Huang announced that ZF systems technology would be used to produce a fully production-ready autonomous vehicle platform for China. The partnership combines ZF’s ProAI car computer with Baidu’s Apollo autonomous platform and Nvidia’s new Drive Xavier technology.",Companies Working on Autonomous Cars
"ZF made another bet in March 2019 on autonomous tech with its proposed takeover of rival Wabco. The $7B deal was approved by US and European regulators in January 2020, provided ZF sells Wabco’s steering components business in North America. The deal was successfully completed in May 2020.",Companies Working on Autonomous Cars
"Read more: Automotive News, Nvidia, TechCrunch, Reuters",Companies Working on Autonomous Cars
Start your free trial today,Companies Working on Autonomous Cars
Start your free trial today,Companies Working on Autonomous Cars
