Article Content,Category
"As of January 2021, TRI-AD is to become a holding company called Woven Planet Holdings. It will own two subsidiaries, the first of which is Woven CORE, tasked with developing autonomous driving technologies. The second subsidiary is called Woven Alpha. It will explore innovative business opportunities beyond the automotive sector, including Toyota’s futuristic city.",Companies Working on Autonomous Cars
"Toyota is partnering closely with Nvidia on software to power its autonomous vehicles. Nvidia’s technology powers the full autonomous vehicle workflow for Toyota, from neural network training to testing, validation, and deployment.",Companies Working on Autonomous Cars
"“Our vision is to enable self-driving vehicles with the ultimate goal of reducing fatalities to zero, enabling smoother transportation, and providing mobility for all,” said TRI-AD CEO James Kuffner in a statement. “Our technology collaboration with Nvidia is important to realizing this vision. We believe large-scale simulation tools for software validation and testing are critical for automated driving systems.”",Companies Working on Autonomous Cars
"Kuffner said in December 2019 that Toyota will offer self-driving features first in commercial vehicles such as ride-sharing services, ambulatory services, before providing them in personal use vehicles.",Companies Working on Autonomous Cars
"The Japan-based company also infused $400M into China-based self-driving startup, Pony.ai, in March 2020 to deploy the latter’s autonomous driving tech in Toyota’s Lexus RX vehicles in Shanghai and Beijing.",Companies Working on Autonomous Cars
"In August 2019, Toyota inked a partnership with Suzuki to work on autonomous vehicle tech. As part of the deal, Toyota took a stake then worth ¥96B ($908M) in Suzuki, while Suzuki invested ¥48B ($454M) in Toyota.",Companies Working on Autonomous Cars
"Read more: TechCrunch, Wired, Wall Street Journal, CNET, CNN",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Self-driving cars initially had a big role to play in Uber‘s goal of becoming the “one-stop shop for the movement of people and powering local commerce around the world.” Its $7.3B self-driving unit, Advanced Technologies Group (ATG), accounted for a significant chunk of Uber’s valuation in April 2019.",Companies Working on Autonomous Cars
"ATG was spending $20M per month as of 2016, according to court documents that were unsealed in the lead-up to the company’s IPO in 2019. A major reason for why Uber was focused on self-driving is that it would help curb a major cost to the company: human drivers. Drivers account for nearly 80% of the company’s cost per mile for a ride, according to data by Frost & Sullivan.",Companies Working on Autonomous Cars
"The documents also reveal just how quickly Uber expected self-driving adoption to accelerate: it planned to have 75,000 autonomous vehicles in operation by 2019 and to have driverless taxi services operating in 13 cities by 2022.",Companies Working on Autonomous Cars
"The company fell short of that first milestone: in April 2019, it had just 250 autonomous cars on the road.",Companies Working on Autonomous Cars
Uber has had a tumultuous relationship with autonomous vehicle development.,Companies Working on Autonomous Cars
"Former Uber CEO Travis Kalanick was a noted champion of his ride-sharing company embracing autonomous cars, with the technology representing both an existential threat and an opportunity for the startup to validate its stratospheric valuation. In 2016, he said, “What would happen if…we weren’t part of the autonomy thing? Then the future passes us by basically, in a very expeditious and efficient way.”",Companies Working on Autonomous Cars
"The company has made several moves in that direction, such as poaching nearly the entire Carnegie Mellon Robotics Lab (40 engineers) to work on the project in Pittsburgh. Uber also partnered with the University of Arizona to develop better mapping and optical safety technology.",Companies Working on Autonomous Cars
"In May 2016, Uber revealed its in-house autonomous prototypes for the first time, and the company acquired self-driving truck startup Otto later in the year. The acquisition embroiled Uber in legal controversy, with Waymo alleging that employees stole confidential files relating to its proprietary lidar sensors.",Companies Working on Autonomous Cars
"That lawsuit settled, as Uber agreed to give Alphabet $245M in equity. The company has also faced waves of negative press on sexual harassment and poor culture, in addition to deceiving authorities and ignoring autonomous testing regulations. The company has suffered from an exodus of both engineering and non-engineering talent. And the company has had numerous troubles with its self-driving cars and safety.",Companies Working on Autonomous Cars
"Just hours after Uber began self-driving trials in San Francisco, reports surfaced of a close call with a human-driven car. Subsequent reports alleged that Uber vehicles were self-driving into bike lanes throughout San Francisco without warning. Finally, in March 2018, a self-driving Uber vehicle was involved in a fatal crash in Arizona, striking and killing 49-year-old Elaine Herzberg. Uber was subsequently banned from testing autonomous vehicles on public roads in Arizona.",Companies Working on Autonomous Cars
"In the aftermath of the crash and the ensuing investigation, Uber suspended all of its self-driving car trials and pulled all its autonomous vehicles off the road. Around the same time, Uber announced the end of its self-driving truck program, Otto. However, in August 2018, Uber announced a $500M investment from Toyota and a plan to jointly work on autonomous vehicle development.",Companies Working on Autonomous Cars
"In June 2019, Uber unveiled a new self-driving car model, this time developed in partnership with Volvo. The model features more safety features and redundancy than the previous self-driving models Uber has developed — but it is also being designed to operate without a human driver behind the wheel. Uber completed limited testing in March 2020 on the streets of San Francisco.",Companies Working on Autonomous Cars
"Uber secured new capital for the venture as well. In April 2019, it was announced that the company had raised $1B in investments to fuel its autonomous driving efforts: $333M from the SoftBank Vision Fund and $667M from Toyota Motor Corp and Denso Corp. In a move toward reviving the testing of its autonomous vehicles, Uber also received licenses in February 2020 to resume its self-driving trials in California and to launch trials in Washington DC and Dallas.",Companies Working on Autonomous Cars
"However, amid growing losses and wider profitability concerns, Uber sold ATG to autonomous vehicle startup Aurora Innovation in December 2020. The deal, which includes Uber transferring its ATG equity to Aurora and a $400M investment in the combined company, marks an end to Uber’s pursuit of self-driving cars. Uber will reportedly maintain a 26% stake in the combined company, and as part of the deal, Aurora’s autonomous vehicles will one day be deployed on Uber’s ride-hailing platform.",Companies Working on Autonomous Cars
"Read more: TechCrunch, New York Times, Wall Street Journal, The Verge",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Like many other suppliers, Valeo has been working on its own advanced driver-assistance systems and self-driving systems, with the company’s innovation chief tapping autonomous driving as one of its main growth drivers.",Companies Working on Autonomous Cars
"The auto supplier showed off its eCruise4U automated concept at CES 2017, which was equipped with a connected camera, laser sensors, and a reconfigurable cockpit.",Companies Working on Autonomous Cars
"Valeo’s quarterly sales rose 22% in the first quarter of 2017, partly driven by the company’s push in ADAS technology alongside partner Mobileye. The two have an agreement dating back to 2015 to build an affordable robocar, combining Mobileye’s camera vision expertise with Valeo’s lidar units.",Companies Working on Autonomous Cars
"At CES 2018, Valeo demonstrated its system that identifies individual passengers within a car and can adjust the car’s interior according to the passengers’ preferences. At the same conference a year later, the company signed an agreement with Mobileye to develop a new safety standard for autonomous vehicles based on Mobileye’s mathematical safety model.",Companies Working on Autonomous Cars
"The same year, Valeo became the first company to test its autonomous car on the streets of its hometown, Paris.",Companies Working on Autonomous Cars
"Valeo’s team is based in Tuam, Ireland, and teamed up with Ireland-based software company Lero to create new, more durable autonomous vehicle sensor technology. Lero tests its sensors at the National University of Ireland at Galway, where it can rain as many as 225 days a year. The group hopes to develop smarter autonomous car technology that is more road-conditioned and weather-resistant.",Companies Working on Autonomous Cars
"In line with these plans, Valeo has developed sensor cleaning technology that washes cameras, lidars, and other optical sensors. Ensuring constant, high-quality video flow is vital for the safety of drivers in traditional and autonomous vehicles.",Companies Working on Autonomous Cars
Read more: Valeo,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"While the head of Volkswagen‘s self-driving unit recently admitted that full autonomy in vehicles in all conditions may never become a reality, the German company has been putting its full weight behind self-driving.",Companies Working on Autonomous Cars
"In October 2019, Volkswagen spun off its self-driving startup into a subsidiary, Volkswagen Autonomy, in a bid to “make autonomous driving market-ready.” This was followed by Volkswagen’s parent, Porsche SE, taking up a minority stake in self-driving tech startup Aeva. Volkswagen has also struck a deal to launch fully-functional autonomous van service in Doha, Qatar, by the end of 2022.",Companies Working on Autonomous Cars
"The automaker is further expanding its Volkswagen Autonomy initiative by hiring up to 100 new systems engineering experts for its existing Innovation and Engineering Center California. Additional offices are to be opened in China, as well, where the company has started testing autonomous vehicles in the city of Hefei.",Companies Working on Autonomous Cars
"VW is also eyeing autonomous trucks. Its heavy-truck unit, The Traton Group, acquired a minority stake in a self-driving truck company, TuSimple. Traton plans to equip its Scania trucks with autonomous tech and test it on roads in Sweden, Germany, and other European countries.",Companies Working on Autonomous Cars
"The road to Volkswagen’s self-driving ambitions started in 2015, when it revealed its V-Charge project. The plan was for a Volkswagen e-Golf equipped with sensors and 3D maps to find open parking spaces in a garage and park without human input. The company suggests that there will be a prototype for demonstration available within 4 years.",Companies Working on Autonomous Cars
"Former VW Group CEO Matthias Muller announced in March 2016 that the board had signed off on a huge autonomous driving initiative, claiming that the goal was to “[bring] these technologies to market faster than the competition.” The Group’s head of digitalization has said that self-driving cars will be “commonplace” by 2025.",Companies Working on Autonomous Cars
"The auto giant unveiled its new Moia brand in late 2016, joining other automakers in creating a unit dedicated to new mobility services like fleet-based shuttles and autonomous, on-demand transportation. Shortly thereafter, the company unveiled its “Sedric” concept, a fully autonomous shuttle-like vehicle designed for ride-hailing applications.",Companies Working on Autonomous Cars
"The Vizzion — the fourth in Volkswagen’s line of autonomous car concepts — was unveiled at the 2018 Geneva Motor Show. With no steering wheel or pedals, the vehicle represents Volkswagen’s vision of a fully self-driving vehicle that requires no human input to drive whatsoever.",Companies Working on Autonomous Cars
"In July 2019, Volkswagen announced that it had entered a joint venture with Ford to develop autonomous vehicle technology. The partnership will see the companies invest $7B in Argo AI, Ford’s autonomous driving platform, and will give Volkswagen an equal stake as Ford’s. Once complete, Argo AI will have the largest geographic reach of any autonomous driving technology to date.",Companies Working on Autonomous Cars
"Despite multiple partnerships, Volkswagen is keen to centralize the development of software technologies, including autonomous driving. To that end, the company launched an internal organization, called Car.Software, in June 2020. The unit is tasked with increasing VW’s share of its vehicles’ software to 60% by 2025, up from the less than 10% it currently owns.",Companies Working on Autonomous Cars
"Currently, software tools in Volkswagen vehicles are built by major IT companies and third-party providers, a common practice in the car industry. “Volkswagen wants to retain control of the entire vehicle architecture — that includes the electronics,” said Christian Senger, Car.Software’s CEO. “We cannot give third parties complete access to data in our vehicles.”",Companies Working on Autonomous Cars
"Read more: Forbes, The Verge, Reuters, CNET",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"The Geely-owned Volvo car brand has placed an emphasis on safety innovations when it comes to developing self-driving passenger vehicles. Volvo labeled its autonomous vehicle project “IntelliSafe,” setting a zero-fatality goal for when it fully rolls out autonomous features to the public.",Companies Working on Autonomous Cars
"That’s not the only goal Volvo has set for its autonomous efforts — in 2018, the company aimed for self-driving cars to make up one-third of its sales by 2025.",Companies Working on Autonomous Cars
"In June 2019, Volvo and ride-sharing company Uber announced that they had created “a production car capable of driving by itself.” The car in question is Volvo’s XC90 SUV, modified with Uber’s self-driving system.",Companies Working on Autonomous Cars
"Volvo’s statements about the autonomous XC90 have focused on the safety features, which include “several back-up systems for both steering and braking functions as well as battery back-up power,” according to a statement from the company.",Companies Working on Autonomous Cars
"Volvo has previously announced plans to give 100 Swedish customers early access to an autonomous XC90 by 2021 (with restrictions on when, where, and how the autonomous mode will be used).",Companies Working on Autonomous Cars
"(Note: Volvo Cars is now distinct from the independent Volvo Group brand, which focuses on heavy-duty commercial trucks, buses, and equipment.)",Companies Working on Autonomous Cars
The company has stated that it will accept full liability when its vehicles are in autonomous mode and has announced plans to expand its pilot program to China and the United States. Volvo has followed rivals like BMW in setting 2021 as its target deployment date.,Companies Working on Autonomous Cars
"Volvo has other autonomous innovations in the works as well. In January 2017, the company announced a self-driving joint venture with Veoneer called Zenuity, which is focused on self-driving vehicle software. In June 2019, it was announced that Zenuity would provide self-driving software for Zhejiang Geely Holdings, the China-based auto company that acquired Volvo from Ford in 2010.",Companies Working on Autonomous Cars
"As of 2018, the joint venture is negotiating with 5 potential customers and aims to close at least one new deal through the rest of the year.",Companies Working on Autonomous Cars
"In June 2018, Volvo announced another partnership with lidar startup Luminar to work on both physical, car-mounted sensors and the software designed to process, label, and tag captured data. In November 2018, Luminar CEO and founder Austin Russell stated that the technology Luminar is developing with Volvo has the ability to detect objects at a distance of as much as 250 meters — significantly higher than the 30-40 meters most systems are capable of today.",Companies Working on Autonomous Cars
"If true, the technology would represent a substantial leap forward in tackling one of the most persistent challenges with self-driving vehicle technology: the ability to recognize — and react to — a constantly changing physical environment.",Companies Working on Autonomous Cars
"“Perception is the cornerstone to solving the autonomous drive problem in a safe way,” said Volvo R&D head Henrik Green in an interview with Automotive News Europe. “You need to see the object, understand what it is and, most importantly, predict the intent of that object.”",Companies Working on Autonomous Cars
"Taking the partnership with Luminar further, Volvo plans to integrate lidar and a perception stack into select vehicles, starting with the XC90, in 2022. Luminar’s lidar, along with autonomous driving software and other systems, will enable vehicles to run its highway pilot feature.",Companies Working on Autonomous Cars
"Read more: Auto News Europe, Forbes, Volvo, Wired, IB Times, Tech Crunch",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"The Google Self-Driving Car Project is one of the most iconic and tenured autonomous vehicle programs. Google hired ex-Hyundai and TrueCar exec John Krafcik to lead the program in September 2015. It later brought a legal lead on board, indicating an increased focus on commercialization under the new Alphabet structure.",Companies Working on Autonomous Cars
"The project formally became Waymo in December 2016. It expanded its testing beyond Mountain View and Austin to Kirkland, Washington, and Phoenix, Arizona.",Companies Working on Autonomous Cars
"In March 2020, it raised $2.3B in its first external funding round, with investors including Silver Lake, Andreessen Horowitz, and AutoNation. It also announced that it had accrued more than 20M miles on public roads and 10B simulated miles.",Companies Working on Autonomous Cars
The company revealed a partnership with logistics company UPS in late January 2020 to test delivery of packages along a pre-set route in its self-driving vans in Arizona. Waymo has also said that it would bring its driverless vehicles to the streets of Texas and New Mexico.,Companies Working on Autonomous Cars
"The self-driving company has further expanded its footprint in the logistics sector by signing a deal with Fiat Chrysler Automobiles in July 2020. The duo will develop a range of autonomous vehicles designed for moving goods, including cargo vans. To start, Waymo’s self-driving tech will be integrated into FCA’s Ram ProMaster vans. The deal also covers other vehicles made by the Italian-American automaker, as well as those it might produce with France-based Groupe PSA if the planned merger of the two European giants goes through in 2021.",Companies Working on Autonomous Cars
"In April 2019, Krafcik painted a picture of the scope of Waymo’s ambitions for the future:",Companies Working on Autonomous Cars
"“Anything that has wheels and moves along the surface of the earth is something that we, in the future, could imagine being driven by Waymo.”",Companies Working on Autonomous Cars
"Waymo publicly revealed its custom self-driving hardware in February 2017, planning to sell an integrated hardware and software package. It opened signups for the first public tests of its customized Chrysler Pacifica minivans a couple of months later, quickly followed by its Lyft partnership.",Companies Working on Autonomous Cars
"In Q2’18, Waymo announced the purchase of 62,000 new Chrysler Pacifica minivans, increasing the size of its self-driving fleet by about 100x. In August 2018, the company launched a program to provide residents of the Phoenix area with rides to bus stops and train stations using the autonomous fleet.",Companies Working on Autonomous Cars
"Waymo launched Waymo One, its commercial self-driving ride-hailing service, in Phoenix, Arizona in December 2018. The program was initially piloted by a small group of approximately 400 Phoenix residents as part of Waymo’s early rider program.",Companies Working on Autonomous Cars
"The company received permission from the California Public Utilities Commission to operate its robotaxis on California roads in July 2019. The license comes with restrictions — Waymo can’t charge for rides, and vehicles must have a safety driver behind the wheel. Waymo is also not the first company to receive the public license: self-driving startup Zoox got its clearance to join the program 7 months earlier.",Companies Working on Autonomous Cars
"In November 2020, California authorized paid robotaxi services in the state. Waymo’s head of state policy Annabel Chang stated in response: “This long-awaited agency action will allow Waymo to bring our fully autonomous Waymo One ride-hailing service to our home state over time…and [we] look forward to putting our Waymo Driver to use in service to Californians.”",Companies Working on Autonomous Cars
"In October 2020, Waymo announced that members of Waymo One in the Phoenix area will be able to take fully driverless rides with no safety driver present. In the following months, non-members will also be able to use the service via Waymo’s smartphone app.",Companies Working on Autonomous Cars
Waymo settled its high-profile lawsuit against Otto (and its parent company Uber) over the alleged misappropriation of Waymo’s proprietary lidar designs for $245M in 2018.,Companies Working on Autonomous Cars
"Read more: TechCrunch, Wired, TechCrunch",Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Yandex, the Russia-based tech conglomerate that runs a search engine and various other services, is keen on expanding into the autonomous driving sector.",Companies Working on Autonomous Cars
"The company’s self-driving unit was initially integrated into MLU BV, a ride-hailing venture with Uber. But in September 2020, Yandex announced that it was spinning out the unit into a separate company and investing $150M into it. Yandex will have a 73% stake in the spin-out, Uber 19%, and management and employees the remaining 8%. An autonomous delivery robot project, Yandex.Rover, is also being transferred to the new unit.",Companies Working on Autonomous Cars
"Yandex hopes that self-driving software will complement its robotaxi service, Yandex.Taxi, launched in 2018. “The goal is to develop a fully-fledged robo taxi service,” said Greg Abovsky, Yandex chief financial officer, “and that’s why we’re investing as much as we are.” The company also runs a food delivery business and other e-commerce ventures that could stand to benefit from autonomous driving solutions.",Companies Working on Autonomous Cars
"Yandex has assembled 130 vehicles that run tests across Russia, Israel, and the US. As of July 2020, the fleet has reportedly clocked up over 4M autonomous miles, positioning Yandex as one of the top three companies on this metric.",Companies Working on Autonomous Cars
"Read more: TechCrunch, The Moscow Times",Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
Chinese bus manufacturer Yutong has been researching driverless buses since 2012. The company claims to have successfully navigated a bus on an inner-city road in central China’s Henan Province. The bus can switch between manual and automatic mode.,Companies Working on Autonomous Cars
Greyhound Australia started a 6-month trial of Yutong’s T12 coach in June 2018.,Companies Working on Autonomous Cars
"Yutong revealed a range of mobility solutions in September 2020. Its L4 autonomous driving buses were showcased operating in different scenarios. They were capable of autonomously navigating open roads, arriving at bus stops, and parking themselves. Yutong has also developed unmanned terminals and intelligent stops, and its smart roads technology ensures buses are given priority at intersections.",Companies Working on Autonomous Cars
Read more: Yutong,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"ZF Friedrichshafen AG, commonly abbreviated to ZF, is a major German auto parts manufacturer. It entered the autonomous vehicle space in 2015 with its $12.4B acquisition of TRW, a Michigan-based automated systems supplier.",Companies Working on Autonomous Cars
"Over the next few years, ZF began gradually acquiring and investing in its own portfolio of companies working on radar, camera, and lidar technology, including Hella, Astyz Communication & Sensors GmbH, Ibeo Automotive Systems GmbH, and doubleSlash Net-Business GmbH.",Companies Working on Autonomous Cars
"These acquisitions have paid off as ZF signed a number of deals for producing parts needed in self-driving vehicles. It’s partnering with self-driving truck startup TuSimple to co-develop sensor solutions — cameras, lidar, radars — used in autonomous vehicles. ZF has also signed a deal with US-based startup Aeva. The German supplier will produce lidar sensors that will be powered by Aeva’s algorithms and functionalities. These sensors are set to hit production by 2024.",Companies Working on Autonomous Cars
"At CES 2017, ZF’s then CEO Stefan Sommer announced that the company had teamed up with Nvidia to bring the chipmaker’s Drive PX2 AI Computing platform into production on automobiles. The system is expected to begin appearing in production vehicles in 2020, although there have been no recent updates on whether this has happened.",Companies Working on Autonomous Cars
"At CES 2018, Nvidia’s founder Jensen Huang announced that ZF systems technology would be used to produce a fully production-ready autonomous vehicle platform for China. The partnership combines ZF’s ProAI car computer with Baidu’s Apollo autonomous platform and Nvidia’s new Drive Xavier technology.",Companies Working on Autonomous Cars
"ZF made another bet in March 2019 on autonomous tech with its proposed takeover of rival Wabco. The $7B deal was approved by US and European regulators in January 2020, provided ZF sells Wabco’s steering components business in North America. The deal was successfully completed in May 2020.",Companies Working on Autonomous Cars
"Read more: Automotive News, Nvidia, TechCrunch, Reuters",Companies Working on Autonomous Cars
Start your free trial today,Companies Working on Autonomous Cars
Start your free trial today,Companies Working on Autonomous Cars
House Engrossed,Bill Resource
autonomous vehicles,Bill Resource
State of Arizona,Bill Resource
House of Representatives,Bill Resource
Fifty-fifth Legislature,Bill Resource
First Regular Session,Bill Resource
2021,Bill Resource
CHAPTER 117,Bill Resource
HOUSE BILL 2813,Bill Resource
AN ACT,Bill Resource
"Amending sections 28-101, 28-661, 28-662, 28-663, 28-664, 28-665, 28-666, 28-907, 28-909, 28-941, 28-956, 28-957, 28-957.01, 28-966, 28-2157 and 28-3315, Arizona Revised Statutes; amending title 28, Arizona Revised Statutes, by adding chapter 31; relating to motor vehicles.",Bill Resource
Be it enacted by the Legislature of the State of Arizona:,Bill Resource
"Section 1. Section 28-101, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-101. Definitions
",Bill Resource
"In this title, unless the context otherwise requires:",Bill Resource
"1. ""Alcohol"" means any substance containing any form of alcohol, including ethanol, methanol, propynol and isopropynol.",Bill Resource
"2. ""Alcohol concentration"" if expressed as a percentage means either:",Bill Resource
(a) The number of grams of alcohol per one hundred milliliters of blood.,Bill Resource
(b) The number of grams of alcohol per two hundred ten liters of breath.,Bill Resource
"3. ""All-terrain vehicle"" means either of the following:",Bill Resource
(a) A motor vehicle that satisfies all of the following:,Bill Resource
(i) Is designed primarily for recreational nonhighway all-terrain travel.,Bill Resource
(ii) Is fifty or fewer inches in width.,Bill Resource
(iii) Has an unladen weight of one thousand two hundred pounds or less.,Bill Resource
(iv) Travels on three or more nonhighway tires.,Bill Resource
(v) Is operated on a public highway.,Bill Resource
(b) A recreational off-highway vehicle that satisfies all of the following:,Bill Resource
(i) Is designed primarily for recreational nonhighway all-terrain travel.,Bill Resource
(ii) Is eighty or fewer inches in width.,Bill Resource
(iii) Has an unladen weight of two thousand five hundred pounds or less.,Bill Resource
(iv) Travels on four or more nonhighway tires.,Bill Resource
(v) Has a steering wheel for steering control.,Bill Resource
(vi) Has a rollover protective structure.,Bill Resource
(vii) Has an occupant retention system.,Bill Resource
"4. ""Authorized emergency vehicle"" means any of the following:",Bill Resource
(a) A fire department vehicle.,Bill Resource
(b) A police vehicle.,Bill Resource
(c) An ambulance or emergency vehicle of a municipal department or public service corporation that is designated or authorized by the department or a local authority.,Bill Resource
"(d) Any other ambulance, fire truck or rescue vehicle that is authorized by the department in its sole discretion and that meets liability insurance requirements prescribed by the department.",Bill Resource
"5. ""Autocycle"" means a three-wheeled motorcycle on which the driver and passengers ride in a fully or partially enclosed seating area that is equipped with a roll cage, safety belts for each occupant and antilock brakes and that is designed to be controlled with a steering wheel and pedals.",Bill Resource
"
6. ""AUTOMATED DRIVING SYSTEM"" MEANS THE HARDWARE AND SOFTWARE THAT ARE COLLECTIVELY CAPABLE OF PERFORMING THE ENTIRE DYNAMIC DRIVING TASK ON A SUSTAINED BASIS, REGARDLESS OF WHETHER IT IS LIMITED TO A SPECIFIC OPERATIONAL DESIGN DOMAIN.
",Bill Resource
"
6.
7. ""Automotive recycler"" means a person that is engaged in the business of buying or acquiring a motor vehicle solely for the purpose of dismantling, selling or otherwise disposing of the parts or accessories and that removes parts for resale from six or more vehicles in a calendar year.",Bill Resource
"
8. ""AUTONOMOUS VEHICLE"" MEANS A MOTOR VEHICLE THAT IS EQUIPPED WITH AN AUTOMATED DRIVING SYSTEM.
",Bill Resource
"
7.
9. ""Aviation fuel"" means all flammable liquids composed of a mixture of selected hydrocarbons expressly manufactured and blended for the purpose of effectively and efficiently operating an internal combustion engine for use in an aircraft but does not include fuel for jet or turbine powered aircraft.",Bill Resource
"
8.
10. ""Bicycle"" means a device, including a racing wheelchair, that is propelled by human power and on which a person may ride and that has either:",Bill Resource
"(a) Two tandem wheels, either of which is more than sixteen inches in diameter.",Bill Resource
"(b) Three wheels in contact with the ground, any of which is more than sixteen inches in diameter.",Bill Resource
"
9.
11. ""Board"" means the transportation board.",Bill Resource
"
10.
12. ""Bus"" means a motor vehicle designed for carrying sixteen or more passengers, including the driver.",Bill Resource
"
11.
13. ""Business district"" means the territory contiguous to and including a highway if there are buildings in use for business or industrial purposes within any six hundred feet along the highway, including hotels, banks or office buildings, railroad stations and public buildings that occupy at least three hundred feet of frontage on one side or three hundred feet collectively on both sides of the highway.",Bill Resource
"
12.
14. ""Certificate of ownership"" means a paper or an electronic record that is issued in another state or a foreign jurisdiction and that indicates ownership of a vehicle.",Bill Resource
"
13.
15. ""Certificate of title"" means a paper document or an electronic record that is issued by the department and that indicates ownership of a vehicle.",Bill Resource
"
14.
16. ""Combination of vehicles"" means a truck or truck tractor and semitrailer and any trailer that it tows but does not include a forklift designed for the purpose of loading or unloading the truck, trailer or semitrailer.",Bill Resource
"
15.
17. ""Controlled substance"" means a substance so classified under section 102(6) of the controlled substances act (21 United States Code section 802(6)) and includes all substances listed in schedules I through V of 21 Code of Federal Regulations part 1308.",Bill Resource
"
16.
18. ""Conviction"" means:",Bill Resource
(a) An unvacated adjudication of guilt or a determination that a person violated or failed to comply with the law in a court of original jurisdiction or by an authorized administrative tribunal.,Bill Resource
(b) An unvacated forfeiture of bail or collateral deposited to secure the person's appearance in court.,Bill Resource
(c) A plea of guilty or no contest accepted by the court.,Bill Resource
(d) The payment of a fine or court costs.,Bill Resource
"
17.
19. ""County highway"" means a public road that is constructed and maintained by a county.",Bill Resource
"
18.
20. ""Dealer"" means a person who is engaged in the business of buying, selling or exchanging motor vehicles, trailers or semitrailers and who has an established place of business and has paid fees pursuant to section 28-4302.",Bill Resource
"
19.
21. ""Department"" means the department of transportation acting directly or through its duly authorized officers and agents.",Bill Resource
"
20.
22. ""Digital network or software application"" has the same meaning prescribed in section 28-9551.",Bill Resource
"
21.
23. ""Director"" means the director of the department of transportation.",Bill Resource
"
22.
24. ""Drive"" means to operate or be in actual physical control of a motor vehicle.",Bill Resource
"
23.
25. ""Driver"" means a person who drives or is in actual physical control of a vehicle.",Bill Resource
"
24.
26. ""Driver license"" means a license that is issued by a state to an individual and that authorizes the individual to drive a motor vehicle.",Bill Resource
"
27. ""DYNAMIC DRIVING TASK"":
",Bill Resource
"
(A) MEANS ALL OF THE REAL-TIME OPERATIONAL AND TACTICAL FUNCTIONS REQUIRED TO OPERATE A VEHICLE IN ON-ROAD TRAFFIC.
",Bill Resource
"
(B) INCLUDES:
",Bill Resource
"
(I) LATERAL VEHICLE MOTION CONTROL BY STEERING.
",Bill Resource
"
(II) LONGITUDINAL MOTION CONTROL BY ACCELERATION AND DECELERATION.
",Bill Resource
"
(III) MONITORING THE DRIVING ENVIRONMENT BY OBJECT AND EVENT DETECTION, RECOGNITION, CLASSIFICATION AND RESPONSE PREPARATION.
",Bill Resource
"
(IV) OBJECT AND EVENT RESPONSE EXECUTION.
",Bill Resource
"
(V) MANEUVER PLANNING.
",Bill Resource
"
(VI) ENHANCING CONSPICUITY BY LIGHTING, SIGNALING AND GESTURING.
",Bill Resource
"
(C) DOES NOT INCLUDE STRATEGIC FUNCTIONS SUCH AS TRIP SCHEDULING AND SELECTION OF DESTINATIONS AND WAYPOINTS.
",Bill Resource
"
25.
28. ""Electric bicycle"" means a bicycle or tricycle that is equipped with fully operable pedals and an electric motor of less than seven hundred fifty watts and that meets the requirements of one of the following classes:",Bill Resource
"(a) ""Class 1 electric bicycle"" means a bicycle or tricycle that is equipped with an electric motor that provides assistance only when the rider is pedaling and that ceases to provide assistance when the bicycle or tricycle reaches the speed of twenty miles per hour.",Bill Resource
"(b) ""Class 2 electric bicycle"" means a bicycle or tricycle that is equipped with an electric motor that may be used exclusively to propel the bicycle or tricycle and that is not capable of providing assistance when the bicycle or tricycle reaches the speed of twenty miles per hour.",Bill Resource
"(c) ""Class 3 electric bicycle"" means a bicycle or tricycle that is equipped with an electric motor that provides assistance only when the rider is pedaling and that ceases to provide assistance when the bicycle or tricycle reaches the speed of twenty-eight miles per hour.",Bill Resource
"
26.
29. ""Electric miniature scooter"" means a device that:",Bill Resource
(a) Weighs less than thirty pounds.,Bill Resource
(b) Has two or three wheels.,Bill Resource
(c) Has handlebars.,Bill Resource
(d) Has a floorboard on which a person may stand while riding.,Bill Resource
"(e) Is powered by an electric motor or human power, or both.",Bill Resource
"(f) Has a maximum speed that does not exceed ten miles per hour, with or without human propulsion, on a paved level surface.",Bill Resource
